id,date,name,age,height_cm,weight_kg,team,contract_start,contract_end,position,foot,jersey_num,wage_eur,value_eur,,overall_rating,best_overall,best_position,total_attacking,crossing,finishing,heading_accuracy,short_passing,volleys,total_skill,dribbling,curve,fk_accuracy,long_passing,ball_control,total_movement,acceleration,sprint_speed,agility,reactions,balance,total_power,shot_power,jumping,stamina,long_shots,total_mentality,aggression,interceptions,attack_position,vision,penalties,composure,total_defending,defensive_awareness,standing_tackle,sliding_tackle,total_goalkeeping,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
237295,2025-10-23,E. Latte Lath,26,176,72,CF Montréal,2025.0,2028.0,ST,Right,19.0,8000,4000000,,73,75,ST,345,63,74,74,68,66,310,71,54,50,64,71,428,92,91,91,70,84,367,73,86,78,66,283,60,25,73,57,68,68,113,27,41,45,34,7,9,5,8,5
214092,2025-10-23,A. Miranchuk,29,182,74,CF Montréal,2024.0,2028.0,LW,Left,59.0,11000,14000000,,78,78,CAM,356,72,74,62,81,67,390,83,75,72,78,82,374,75,67,79,75,78,346,68,71,71,76,304,43,36,77,76,72,78,79,22,28,29,52,8,8,9,12,15
232785,2025-10-23,C. Togashi,31,178,75,CF Montréal,2025.0,2025.0,SUB,Right,30.0,3000,500000,,64,64,ST,277,42,63,65,52,55,255,62,31,55,44,63,341,75,69,70,61,66,342,66,78,64,62,244,54,21,68,43,58,53,85,34,31,20,57,7,12,14,12,12
236529,2025-10-23,S. Alzate,26,180,70,CF Montréal,2025.0,2028.0,SUB,Right,7.0,6000,22000000,,71,74,CM,319,67,64,60,75,53,348,74,67,58,75,74,360,67,65,82,67,79,338,66,70,73,61,331,70,68,65,73,55,76,199,66,68,65,34,9,6,6,7,6
274273,2025-10-23,A. Fortune,22,178,75,CF Montréal,2023.0,2026.0,SUB,Right,35.0,2000,725000,,61,64,RM,251,54,49,48,69,31,263,58,38,37,67,63,333,74,71,64,57,67,299,51,62,72,54,264,61,55,54,57,37,53,146,34,55,57,44,8,5,9,12,10
76454,2025-10-23,W. Reilly,22,178,73,CF Montréal,2025.0,2025.0,SUB,Right,28.0,1000,375000,,57,61,RM,256,51,54,39,64,48,265,58,46,43,60,58,325,73,72,56,52,72,294,53,57,70,52,250,56,35,55,55,49,54,149,50,48,51,50,10,13,10,10,7
251446,2025-10-23,E. Mihaj,26,186,81,CF Montréal,2025.0,2028.0,SUB,Right,4.0,7000,27000000,,72,74,CB,265,48,33,75,65,44,214,47,34,25,61,47,292,59,63,51,60,59,330,67,80,67,37,253,72,70,42,29,40,65,224,73,76,75,44,8,9,8,11,8
240859,2025-10-23,Berrocal,25,184,72,CF Montréal,,,,Right,,18000,26000000,,71,73,CB,232,35,29,68,66,34,229,42,32,35,58,62,308,52,63,61,71,61,320,59,73,73,37,266,70,72,33,42,49,60,216,73,73,70,57,11,12,12,11,11
279705,2025-10-23,J. Cohen,32,185,79,CF Montréal,2023.0,2025.0,SUB,Left,22.0,3000,600000,,68,68,GK,63,11,7,10,26,9,78,14,12,12,26,14,181,31,23,22,67,38,188,49,53,22,9,88,21,11,8,36,12,26,27,5,11,11,332,67,66,65,68,66
212790,2025-10-23,J. Thiaré,32,180,68,CF Montréal,2023.0,2025.0,SUB,Right,14.0,5000,975000,,68,68,ST,303,52,67,60,62,62,278,66,49,46,50,67,405,86,87,90,63,79,378,68,85,84,64,241,39,12,68,56,66,66,61,20,22,19,44,7,14,6,8,9
74622,2025-10-23,M. Edwards,22,178,79,CF Montréal,2024.0,2025.0,SUB,Right,47.0,1000,350000,,57,57,RB,217,53,46,41,47,30,261,59,54,40,60,48,310,78,79,42,46,65,284,51,62,62,41,223,47,46,48,34,48,42,172,58,60,54,51,10,9,11,13,8
78044,2025-10-23,D. Chong-Qui,17,175,75,CF Montréal,2025.0,2028.0,SUB,Left,50.0,500,240000,,52,52,LB,166,45,27,40,25,29,164,53,26,26,26,33,308,66,64,55,53,70,211,25,45,64,23,215,51,50,44,38,32,38,149,42,54,53,48,8,6,13,7,14
278490,2025-10-23,L. Brennan,20,180,68,CF Montréal,2024.0,2027.0,SUB,Right,20.0,1000,550000,,59,61,RM,257,60,53,47,57,40,267,69,37,40,54,67,301,64,64,55,51,67,267,47,54,55,56,244,55,45,50,49,45,40,151,40,56,55,56,12,12,12,9,11
76453,2025-10-23,A. Gordon,18,170,65,CF Montréal,2025.0,2026.0,SUB,Left,27.0,800,325000,,55,57,LM,244,52,48,47,55,42,252,52,52,43,51,54,314,67,68,64,49,66,255,52,47,62,48,229,42,29,57,53,48,52,72,23,26,23,54,11,9,9,12,13
77491,2025-10-23,J. Hibbert,20,188,75,CF Montréal,2025.0,2025.0,RES,Right,42.0,500,110000,,51,51,GK,56,10,8,14,18,6,67,5,12,13,23,14,201,36,35,39,41,50,176,41,48,25,9,69,23,6,6,21,13,24,31,6,11,14,259,47,59,55,47,51
71005,2025-10-23,Leo Afonso,23,180,77,CF Montréal,2025.0,2025.0,RES,Right,13.0,2000,525000,,61,64,ST,303,58,68,59,61,57,273,65,55,32,58,63,291,59,63,58,52,59,295,60,63,55,56,241,36,20,65,55,65,50,69,24,25,20,42,10,6,10,8,8
79840,2025-10-23,N. Sessock,25,165,70,CF Montréal,2025.0,2025.0,RES,Right,66.0,1000,100000,,52,52,RB,155,39,23,39,31,23,170,52,34,30,21,33,304,68,58,52,45,81,191,20,40,61,24,208,54,47,43,32,32,33,164,44,62,58,58,14,14,6,11,13
266382,2025-10-23,R. Celentano,24,192,80,CF Montréal,2022.0,2027.0,GK,Right,18.0,3000,3000000,,72,72,GK,80,14,7,14,40,5,92,13,12,10,42,15,153,22,20,25,64,22,216,53,60,24,7,78,22,12,4,22,18,35,35,7,14,14,360,72,70,71,74,73
237255,2025-10-23,M. Robinson,28,188,84,CF Montréal,2024.0,2025.0,RCB,Right,12.0,7000,31000000,,73,75,CB,235,26,29,69,75,36,247,66,29,22,62,68,351,83,81,74,74,39,320,49,86,78,27,295,76,68,52,58,41,69,217,74,73,70,39,13,7,9,5,5
221680,2025-10-23,N. Hagglund,32,185,87,CF Montréal,2019.0,2027.0,CB,Right,4.0,4000,775000,,68,68,CB,255,57,23,79,70,26,232,47,45,23,60,57,242,46,44,43,62,47,290,51,88,54,17,263,68,65,44,51,35,60,196,65,68,63,57,9,13,6,14,15
268610,2025-10-23,G. Flores,22,182,82,CF Montréal,2025.0,2027.0,LCB,Right,3.0,2000,825000,,62,64,CB,226,32,41,65,60,28,204,40,29,26,54,55,292,65,63,48,60,56,262,41,71,54,26,233,63,59,41,34,36,43,182,58,63,61,53,7,9,12,13,12
276066,2025-10-23,D. Marczuk,21,177,74,CF Montréal,,,,Right,,4000,36000000,,70,71,RM,302,68,66,45,67,56,322,70,65,54,63,70,350,70,71,68,65,76,309,64,55,80,57,302,60,58,69,65,50,57,175,58,60,57,47,11,5,6,14,11
244788,2025-10-23,P. Bucha,27,173,73,CF Montréal,2024.0,2026.0,RCM,Right,20.0,9000,65000000,,75,76,CM,345,72,68,62,76,67,359,76,68,65,74,76,371,76,67,76,75,77,364,71,74,81,74,363,77,73,69,74,70,75,205,69,70,66,49,13,8,10,6,12
255177,2025-10-23,Tah Anunga,28,180,81,CF Montréal,2025.0,2025.0,LCM,Right,27.0,2000,425000,,63,63,CDM,228,49,35,37,65,42,259,50,47,37,61,64,291,57,55,60,58,61,285,48,58,64,38,289,61,62,61,59,46,55,182,63,59,60,58,13,9,9,13,14
246423,2025-10-23,L. Orellano,25,170,66,CF Montréal,2025.0,2029.0,LM,Left,23.0,7000,4000000,,73,74,CAM,317,69,67,49,66,66,357,78,75,72,55,77,425,91,91,90,66,87,359,82,68,73,80,265,52,32,67,62,52,68,111,37,35,39,54,10,13,7,13,11
234505,2025-10-23,Evander,27,178,73,CF Montréal,2025.0,2027.0,RAM,Right,10.0,12000,20000000,,79,80,CAM,338,73,79,51,80,55,396,83,78,79,77,79,383,74,71,81,74,83,367,77,66,83,79,369,71,68,76,80,74,77,195,71,68,56,48,11,8,12,11,6
217242,2025-10-23,Y. Kubo,31,178,73,CF Montréal,2020.0,2025.0,LAM,Right,7.0,6000,13000000,,70,70,CAM,318,62,71,54,73,58,348,70,70,70,66,72,367,72,70,82,67,76,337,68,66,76,67,338,72,64,72,66,64,66,185,61,66,58,57,9,11,14,11,12
237254,2025-10-23,K. Denkey,24,181,81,CF Montréal,2025.0,2028.0,ST,Right,9.0,10000,155000000,,77,79,ST,322,37,83,72,61,69,317,74,61,66,41,75,351,73,76,63,73,66,410,83,88,81,68,299,69,18,76,66,70,75,72,33,22,17,46,5,14,13,7,7
240332,2025-10-23,Brenner,25,175,70,CF Montréal,,,,Right,,13000,25000000,,71,73,CAM,332,57,74,65,68,68,333,77,60,60,59,77,375,75,76,78,70,76,314,70,67,60,65,262,35,24,74,63,66,70,83,29,32,22,50,13,6,9,14,8
258620,2025-10-23,A. Jabbari,25,198,85,CF Montréal,,,,Right,,2000,11000000,,65,67,ST,299,51,64,65,59,60,270,63,57,38,47,65,282,56,64,67,64,31,339,68,75,56,59,255,52,24,66,54,59,62,67,21,25,21,34,5,9,5,6,9
258881,2025-10-23,O. Nwobodo,28,179,72,CF Montréal,2022.0,2027.0,SUB,Right,5.0,7000,27000000,,73,74,CDM,305,57,56,58,73,61,317,71,69,48,62,67,385,82,82,81,67,73,369,75,75,90,64,317,75,77,60,59,46,66,227,76,77,74,50,13,12,8,12,5
215565,2025-10-23,M. Miazga,29,191,84,CF Montréal,2022.0,2025.0,SUB,Right,21.0,7000,2000000,,72,72,CB,218,25,18,74,67,34,226,51,27,21,62,65,253,50,43,54,70,36,296,35,79,67,32,240,77,73,27,32,31,71,213,72,72,69,53,10,7,14,7,15
239438,2025-10-23,T. Hadebe,29,187,84,CF Montréal,2024.0,2025.0,SUB,Left,16.0,5000,12000000,,69,69,CB,233,45,29,70,57,32,207,43,36,31,50,47,348,83,80,49,69,67,296,41,81,63,29,253,71,69,35,39,39,59,199,69,66,64,49,15,9,5,14,6
216346,2025-10-23,A. Powell,30,182,75,CF Montréal,2022.0,2025.0,SUB,Right,2.0,3000,625000,,65,65,RB,238,58,37,56,58,29,257,64,48,29,54,62,365,91,92,75,58,49,337,62,82,72,48,284,75,54,60,59,36,59,175,52,62,61,44,8,7,11,8,10
237399,2025-10-23,E. Louro,29,191,104,CF Montréal,2022.0,2025.0,SUB,Right,13.0,900,190000,,59,59,GK,76,12,15,13,20,16,78,11,14,15,21,17,193,34,36,44,46,33,240,46,64,36,16,111,16,21,13,46,15,44,42,20,12,10,299,60,60,61,60,58
260842,2025-10-23,L. Engel,26,178,72,CF Montréal,,,,Left,,21000,23000000,,71,71,LB,305,66,59,61,67,52,311,70,56,47,65,73,360,80,82,68,63,67,336,64,75,80,52,300,64,63,60,63,50,63,196,64,65,67,47,9,12,7,7,12
275515,2025-10-23,E. Echenique,21,168,64,CF Montréal,2025.0,2028.0,SUB,Right,66.0,3000,27000000,,68,69,ST,302,52,73,56,60,61,278,73,45,37,47,76,395,78,83,75,71,88,283,60,58,66,59,232,30,16,66,53,67,48,58,29,16,13,52,12,11,15,6,8
176048,2025-10-23,K. Kamara,40,191,86,CF Montréal,2025.0,2025.0,SUB,Right,85.0,2000,0,,66,66,ST,331,64,61,72,68,66,286,65,60,42,51,68,313,59,61,64,69,60,330,70,77,49,62,309,69,34,67,67,72,68,98,44,30,24,52,11,8,11,6,16
213719,2025-10-23,A. Kann,34,193,86,CF Montréal,2022.0,2025.0,SUB,Left,1.0,2000,150000,,66,66,GK,89,13,12,18,27,19,94,12,18,12,32,20,216,42,44,30,59,41,247,47,67,43,15,146,30,24,17,54,21,46,40,10,13,17,326,67,67,62,67,63
210389,2025-10-23,B. Smith,31,177,70,CF Montréal,2025.0,2025.0,SUB,Left,14.0,2000,475000,,64,64,LM,253,63,50,50,65,25,271,63,62,27,60,59,367,78,80,75,61,73,289,52,68,57,49,288,68,60,61,59,40,61,187,64,62,61,62,14,12,15,13,8
275602,2025-10-23,G. Valenzuela,20,183,75,CF Montréal,2023.0,2026.0,RES,Right,22.0,1000,350000,,56,58,CAM,229,42,46,41,60,40,252,61,44,39,53,55,319,70,68,63,55,63,253,49,50,54,45,237,55,40,50,51,41,48,117,36,42,39,37,10,6,5,9,7
77517,2025-10-23,Ș. Chirilă,18,185,70,CF Montréal,2025.0,2028.0,RES,Right,19.0,800,350000,,54,56,ST,240,39,62,56,40,43,220,46,40,41,37,56,267,53,52,56,51,55,242,60,42,56,48,245,51,24,59,44,67,42,66,19,24,23,42,6,8,8,8,12
274269,2025-10-23,P. Walters,21,190,86,CF Montréal,2023.0,2026.0,RES,Right,25.0,500,130000,,51,51,GK,62,11,8,10,26,7,58,8,10,12,17,11,165,30,33,31,42,29,167,38,48,17,7,79,19,11,8,30,11,34,34,9,12,13,255,48,50,51,50,56
274542,2025-10-23,S. Jimenez,18,168,72,CF Montréal,2022.0,2025.0,RES,Right,37.0,550,140000,,49,52,RB,209,45,32,45,50,37,211,47,39,29,46,50,287,64,52,60,46,65,196,39,37,52,31,208,48,47,41,40,32,45,148,46,52,50,58,14,9,14,10,11
79420,2025-10-23,K. Mboma Dem,23,185,68,CF Montréal,2025.0,2025.0,RES,Left,35.0,850,100000,,49,51,ST,215,25,58,53,40,39,178,46,34,33,25,40,264,55,53,50,50,56,231,49,39,58,47,200,34,18,45,45,58,46,30,10,10,10,57,11,13,6,13,14
247228,2025-10-23,D. St. Clair,28,191,86,CF Montréal,2019.0,2025.0,GK,Left,97.0,5000,28000000,,73,73,GK,52,14,5,11,16,6,77,9,10,13,26,19,185,27,26,39,72,21,190,45,54,26,8,89,27,9,5,38,10,39,30,8,10,12,350,73,69,60,72,76
264516,2025-10-23,B. Hlongwane,25,182,75,CF Montréal,2022.0,2027.0,RB,Right,21.0,6000,26000000,,71,72,ST,317,65,69,63,66,54,273,73,45,38,45,72,369,79,81,67,69,73,364,72,79,79,62,313,49,62,70,64,68,66,199,68,69,62,56,8,13,11,14,10
259568,2025-10-23,C. Harvey,25,185,89,CF Montréal,2024.0,2025.0,RCB,Right,67.0,2000,900000,,65,67,CB,234,39,40,56,66,33,238,53,30,30,60,65,293,56,50,61,56,70,299,48,70,60,42,271,74,61,43,53,40,46,197,64,68,65,51,15,12,10,5,9
202170,2025-10-23,M. Boxall,36,191,95,CF Montréal,2017.0,2025.0,CB,Right,15.0,4000,275000,,70,70,CB,281,58,36,68,65,54,284,57,56,43,68,60,263,40,62,47,64,50,326,61,74,67,33,289,69,67,59,52,42,60,208,70,71,67,51,13,9,14,7,8
74063,2025-10-23,J. Díaz,24,186,83,CF Montréal,2024.0,2027.0,LCB,Right,28.0,3000,14000000,,67,69,CB,263,61,45,67,62,28,252,57,43,27,66,59,306,60,67,65,62,52,296,36,74,72,39,269,60,68,53,58,30,59,204,70,69,65,49,12,9,11,10,7
264157,2025-10-23,J. Rosales,24,180,73,CF Montréal,2023.0,2027.0,LB,Left,8.0,3000,15000000,,67,68,LWB,239,63,39,44,61,32,284,67,58,36,58,65,364,77,80,74,65,68,291,58,60,74,40,309,72,62,62,65,48,61,193,65,64,64,58,10,15,14,6,13
228312,2025-10-23,R. Lod,32,181,86,CF Montréal,2019.0,2025.0,RM,Left,17.0,8000,24000000,,73,74,CAM,346,70,72,61,76,67,362,75,72,66,72,77,355,74,66,74,69,72,361,72,71,73,68,329,58,54,75,78,64,72,174,67,56,51,53,7,13,8,15,10
212424,2025-10-23,W. Trapp,32,173,69,CF Montréal,2021.0,2025.0,RCM,Right,20.0,4000,800000,,68,68,CDM,270,53,40,54,70,53,338,67,68,65,70,68,305,51,46,66,71,71,317,70,59,72,52,296,65,65,51,62,53,71,192,63,67,62,44,8,11,9,6,10
233092,2025-10-23,J. Pereyra,26,181,73,CF Montréal,2024.0,2027.0,LCM,Left,26.0,8000,49000000,,74,75,CM,323,76,64,47,77,59,354,73,71,65,71,74,347,66,67,68,75,71,345,75,61,74,70,339,60,68,75,77,59,75,186,61,67,58,47,8,12,10,10,7
271053,2025-10-23,A. Markanich Jr,25,185,75,CF Montréal,2024.0,2025.0,LM,Left,13.0,2000,925000,,65,65,LB,267,54,60,57,58,38,232,56,40,36,40,60,324,69,75,57,60,63,302,62,66,66,48,283,54,65,60,56,48,50,188,58,67,63,53,14,9,5,15,10
251229,2025-10-23,K. Yeboah,25,183,78,CF Montréal,2024.0,2027.0,ST,Right,9.0,7000,33000000,,72,74,ST,306,53,73,60,61,59,288,71,58,40,48,71,399,91,85,78,74,71,362,71,83,74,61,291,57,20,75,66,73,66,57,19,21,17,42,7,11,12,6,6
242815,2025-10-23,D. Fitz,26,175,67,CF Montréal,2025.0,2029.0,SUB,Right,36.0,8000,55000000,,74,76,CAM,337,75,72,46,76,68,364,70,73,75,73,73,386,81,73,83,68,81,348,71,65,80,73,325,62,35,72,76,80,71,139,47,51,41,57,10,12,15,9,11
237223,2025-10-23,J. Gressel,31,183,84,CF Montréal,2025.0,2026.0,SUB,Right,24.0,8000,25000000,,73,73,RM,327,77,59,57,74,60,364,72,79,66,73,74,322,63,64,61,72,62,366,68,77,85,64,339,70,64,71,72,62,70,186,61,64,61,46,10,6,7,13,10
266751,2025-10-23,H. Jung,24,180,73,CF Montréal,2025.0,2027.0,SUB,Right,22.0,5000,24000000,,70,72,CM,265,42,51,47,71,54,319,70,53,60,64,72,354,66,66,85,72,65,337,53,64,91,58,335,71,67,73,71,53,74,179,57,66,56,49,15,7,11,9,7
247476,2025-10-23,H. Dotson,27,180,77,CF Montréal,2019.0,2025.0,SUB,Right,31.0,3000,900000,,66,66,CM,271,55,59,52,69,36,275,65,30,49,64,67,320,65,65,62,65,63,344,69,63,76,70,281,59,65,63,58,36,61,198,66,68,64,43,14,6,7,9,7
262142,2025-10-23,N. Romero,21,186,81,CF Montréal,2025.0,2027.0,SUB,Left,5.0,3000,26000000,,69,71,CB,243,47,35,62,66,33,276,55,53,62,48,58,299,63,57,56,70,53,322,59,75,56,54,280,72,69,52,48,39,55,210,68,72,70,60,15,10,13,14,8
261196,2025-10-23,DJ Taylor,27,173,83,CF Montréal,2021.0,2025.0,SUB,Right,27.0,2000,475000,,63,63,RB,209,55,25,47,58,24,222,56,30,25,51,60,336,70,70,61,64,71,279,36,68,66,31,243,60,62,47,43,31,49,181,60,61,60,61,13,11,10,14,13
73211,2025-10-23,A. Smir,26,188,83,CF Montréal,2024.0,2025.0,SUB,Right,1.0,650,90000,,52,52,GK,56,12,7,11,18,8,71,9,13,11,24,14,155,22,23,28,35,47,136,44,31,18,8,76,25,11,4,22,14,33,28,7,11,10,271,58,52,59,51,51
264137,2025-10-23,O. Gene,22,185,75,CF Montréal,2025.0,2027.0,SUB,Right,30.0,4000,26000000,,68,69,CDM,271,61,41,58,68,43,279,60,42,41,70,66,335,68,70,66,66,65,314,67,68,67,45,308,66,68,59,64,51,62,197,65,67,65,51,9,14,7,12,9
73854,2025-10-23,M. Duggan,24,193,93,CF Montréal,2023.0,2025.0,SUB,Left,23.0,1000,475000,,61,63,CB,208,34,28,60,59,27,209,32,37,38,54,48,266,58,61,48,49,50,277,42,73,59,24,210,51,51,29,38,41,46,189,59,66,64,52,10,13,8,14,7
71395,2025-10-23,L. Mesanvi,22,172,59,CF Montréal,2024.0,2025.0,SUB,Right,90.0,1000,180000,,52,53,RM,230,49,54,33,45,49,221,53,36,36,42,54,326,76,69,61,35,85,207,60,37,32,45,191,27,24,48,43,49,42,73,23,21,29,65,11,9,15,15,15
213536,2025-10-23,M. Crépeau,31,180,88,CF Montréal,2024.0,2025.0,GK,Right,16.0,3000,750000,,69,69,GK,103,19,17,14,34,19,135,19,16,14,46,40,235,46,44,43,62,40,227,48,64,33,14,141,38,20,7,53,23,58,44,10,17,17,342,71,69,64,66,72
255894,2025-10-23,J. Mosquera,22,180,72,CF Montréal,2022.0,2026.0,RB,Right,29.0,3000,22000000,,67,70,RM,256,67,52,44,63,30,284,72,61,31,53,67,372,80,79,80,65,68,330,60,68,80,50,287,62,60,67,66,32,67,179,54,65,60,49,13,8,6,8,14
266150,2025-10-23,F. Surman,21,190,81,CF Montréal,2024.0,2026.0,RCB,Right,20.0,3000,23000000,,68,70,CB,238,39,35,65,64,35,210,50,25,25,52,58,311,62,67,56,70,56,299,38,76,81,26,241,74,66,32,40,29,64,197,65,67,65,59,10,15,7,13,14
247648,2025-10-23,K. Miller,28,183,74,CF Montréal,2024.0,2026.0,LCB,Left,4.0,6000,16000000,,71,71,CB,275,50,46,67,66,46,267,64,45,28,65,65,325,74,75,62,68,46,343,54,83,81,43,325,76,69,60,61,59,64,206,68,68,70,50,8,11,12,7,12
259111,2025-10-23,J. Fory,23,187,81,CF Montréal,2025.0,2028.0,LB,Left,27.0,4000,27000000,,69,70,LWB,301,71,58,57,68,47,296,65,66,34,62,69,351,76,74,72,69,60,312,49,77,81,30,283,55,63,58,55,52,60,189,68,63,58,46,12,11,11,7,5
203067,2025-10-23,D. Chará,39,172,68,CF Montréal,2011.0,2025.0,RDM,Right,21.0,4000,325000,,70,70,CDM,266,44,49,52,68,53,312,64,63,56,62,67,349,67,68,69,68,77,318,58,64,78,51,334,83,70,55,64,62,71,211,71,71,69,56,8,8,15,11,14
254578,2025-10-23,D. Ayala,22,173,62,CF Montréal,2022.0,2025.0,LDM,Left,24.0,4000,21000000,,69,70,CDM,258,44,50,51,74,39,289,64,41,43,71,70,367,75,66,78,64,84,312,63,64,73,55,294,65,70,49,63,47,70,194,63,67,64,46,7,8,11,12,8
229881,2025-10-23,A. Lassiter,30,178,70,CF Montréal,2024.0,2026.0,RM,Left,7.0,3000,825000,,66,66,LM,292,60,64,56,62,50,300,66,59,65,45,65,365,81,81,74,60,69,337,71,71,74,62,255,35,30,65,59,66,60,106,34,45,27,52,8,13,9,7,15
263947,2025-10-23,Antony,23,178,66,CF Montréal,2023.0,2026.0,LM,Right,11.0,5000,27000000,,71,72,RM,299,67,67,47,65,53,314,73,59,50,60,72,384,89,89,78,66,62,282,58,67,60,40,268,49,23,69,65,62,67,134,41,45,48,55,6,11,15,12,11
247084,2025-10-23,O. Fernandez,26,170,64,CF Montréal,2025.0,2026.0,CAM,Right,22.0,3000,1000000,,66,66,LM,269,57,56,50,66,40,285,72,53,42,50,68,373,81,79,71,63,79,282,58,67,54,45,262,49,44,65,58,46,57,127,38,48,41,58,14,15,12,7,10
213620,2025-10-23,F. Mora,31,175,68,CF Montréal,2021.0,2025.0,ST,Right,9.0,7000,16000000,,71,71,ST,306,32,73,69,66,66,298,70,55,40,63,70,356,72,71,74,68,71,340,72,75,61,65,260,40,21,74,57,68,70,63,22,23,18,54,12,11,11,11,9
237183,2025-10-23,M. Rojas,29,180,76,CF Montréal,2025.0,2025.0,SUB,Left,35.0,9000,41000000,,74,74,RW,348,73,73,57,73,72,398,79,84,79,78,78,358,63,75,77,69,74,368,87,67,67,78,316,44,52,74,70,76,73,165,60,56,49,45,8,6,12,8,11
223816,2025-10-23,J. Rodríguez,31,177,79,CF Montréal,2024.0,2026.0,SUB,Right,14.0,10000,6000000,,76,76,LM,355,68,75,71,69,72,338,76,60,58,67,77,403,87,83,85,76,72,391,80,87,77,72,325,68,35,75,67,80,72,108,23,40,45,53,12,14,10,7,10
241004,2025-10-23,F. Carballo,28,177,73,CF Montréal,2023.0,2025.0,SUB,Right,33.0,8000,3000000,,73,73,CM,332,61,68,69,77,57,343,70,64,64,70,75,353,66,72,71,74,70,368,70,74,80,73,330,65,68,68,71,58,65,191,62,70,59,48,5,14,6,13,10
254887,2025-10-23,J. Ortiz,29,177,70,CF Montréal,2025.0,2027.0,SUB,Right,80.0,6000,16000000,,71,71,CDM,305,55,65,55,71,59,345,71,65,68,70,71,353,71,73,70,66,73,373,72,73,83,71,348,67,71,69,71,70,70,204,68,69,67,45,13,5,8,12,7
237203,2025-10-23,C. Paredes,27,183,69,CF Montréal,2020.0,2025.0,SUB,Right,17.0,4000,950000,,67,67,CDM,296,51,62,68,67,48,308,62,62,54,65,65,333,67,66,68,69,63,342,69,73,70,60,335,70,63,63,69,70,65,196,64,66,66,39,9,6,12,6,6
257067,2025-10-23,Z. McGraw,28,193,93,CF Montréal,2020.0,2025.0,SUB,Right,18.0,3000,675000,,65,66,CB,240,52,45,69,54,20,230,50,44,31,54,51,268,53,52,52,60,51,307,51,76,67,31,266,66,66,46,58,30,55,189,63,64,62,54,6,12,13,11,12
238919,2025-10-23,J. Pantemis,28,188,77,CF Montréal,2024.0,2025.0,SUB,Left,41.0,2000,575000,,65,65,GK,67,14,6,13,29,5,79,11,13,10,28,17,190,38,32,27,60,33,198,41,58,30,9,89,23,12,4,40,10,39,34,8,12,14,316,66,63,54,66,67
259139,2025-10-23,David da Costa,24,168,64,CF Montréal,2025.0,2028.0,SUB,Right,10.0,8000,75000000,,75,77,CAM,317,76,66,42,75,58,362,80,75,64,68,75,396,78,74,86,73,85,300,74,51,60,75,273,48,32,71,74,48,77,101,36,30,35,43,6,8,9,10,10
238303,2025-10-23,K. Velde,25,179,65,CF Montréal,2025.0,2029.0,SUB,Right,99.0,5000,19000000,,70,70,LM,299,64,69,52,69,45,320,72,66,51,61,70,388,78,82,86,58,84,341,74,66,77,66,298,58,42,68,63,67,61,121,38,47,36,45,8,5,12,9,11
268300,2025-10-23,K. Kelsy,20,193,83,CF Montréal,2025.0,2028.0,SUB,Left,19.0,4000,29000000,,68,70,ST,298,40,69,71,56,62,249,66,44,45,32,62,337,73,80,65,68,51,356,65,85,64,64,249,38,23,66,56,66,63,67,22,23,22,54,8,14,12,7,13
215823,2025-10-23,D. Župarić,33,185,84,CF Montréal,2020.0,2025.0,SUB,Right,13.0,3000,350000,,65,65,CB,191,24,20,69,59,19,212,50,34,15,59,54,247,42,41,48,63,53,265,33,72,63,15,222,68,63,28,43,20,57,190,64,64,62,61,12,12,14,12,11
221656,2025-10-23,E. Miller,32,183,79,CF Montréal,2024.0,2025.0,SUB,Right,15.0,2000,400000,,64,64,LB,231,57,31,54,59,30,238,57,33,39,52,57,313,65,67,66,61,54,293,44,67,72,39,274,70,63,57,42,42,54,184,66,59,59,53,9,16,7,14,7
77660,2025-10-23,I. Smith,22,185,77,CF Montréal,2024.0,2025.0,RES,Left,23.0,900,230000,,54,56,CB,211,40,34,51,53,33,213,40,43,28,44,58,262,58,55,44,48,57,256,49,57,58,32,210,46,54,29,37,44,48,164,52,60,52,52,9,7,6,15,15
79895,2025-10-23,G. Guerra,22,178,80,CF Montréal,2025.0,2025.0,RES,Right,88.0,1000,240000,,54,56,ST,227,30,58,56,40,43,201,49,38,35,28,51,284,56,61,55,48,64,280,55,61,54,48,227,38,19,58,52,60,51,56,19,19,18,41,6,7,8,6,14
247346,2025-10-23,T. Muse,25,193,88,CF Montréal,2024.0,2025.0,RES,Right,25.0,600,120000,,54,54,GK,69,19,7,8,20,15,79,12,18,16,18,15,165,40,44,20,33,28,185,40,45,38,13,113,28,26,11,24,24,19,40,22,9,9,277,56,55,53,56,57
267636,2025-10-23,C. dos Santos,24,194,77,CF Montréal,2024.0,2025.0,GK,Right,1.0,850,425000,,61,61,GK,64,11,9,14,23,7,62,9,12,11,20,10,152,26,29,22,52,23,199,44,56,25,6,95,24,12,4,37,18,23,32,9,12,11,302,60,61,59,58,64
265734,2025-10-23,W. Kumado,22,167,63,CF Montréal,2025.0,2026.0,RB,Right,2.0,2000,850000,,62,63,RB,244,60,42,43,58,41,242,61,48,26,45,62,394,81,82,84,59,88,248,42,54,67,36,262,59,53,54,54,42,48,166,53,57,56,58,11,10,11,14,12
